"","site_id","horizon","profile","upper_depth","lower_depth","orientation","sample_area","sample_volume","fine_root_mass_g","fine_root_mass","coarse_root_mass_g","coarse_root_mass","fine_dead_root_mass_g","fine_dead_root_mass","coarse_dead_root_mass_g","coarse_dead_root_mass","method_id","notes","mg_cm_3","cum_mg_cm_3","cum_g","cum_vol","g_m_2","percent_of_total","root_prop","cum_percent_of_total","root_prop_of_total","total_biomass","depth","nlcd_class","beta"
"1","D01BART","Oe/A/E/BS1",1,0,10,"N_A",100,1000,12.7234,12723.4,4.0838,4083.8,0.0992,99.2,0,0,"SK",NA,12.7234,12.7234,16.9064,0.01,1.69064,73.78258179,0.737825818,73.7825818,0.737825818,17.24444942,5,"Deciduous Forest",0.8966092
"2","D01BART","Bs1/Bs2",1,10,20,"N_A",100,1000,2.187,2187,4.4225,4422.5,0.3463,346.3,0.6145,614.5,"SK",NA,2.187,14.9104,24.4767,0.01,2.44767,12.6823417,0.126823417,86.46492351,0.864649235,17.24444942,15,"Deciduous Forest",0.8966092
"3","D01BART","Bs2/Bw",1,20,30,"N_A",100,1000,1.1843,1184.3,0,0,0.1321,132.1,0,0,"SK",NA,1.1843,16.0947,25.7931,0.01,2.57931,6.867717091,0.068677171,93.3326406,0.933326406,17.24444942,25,"Deciduous Forest",0.8966092
"4","D01BART","Bw",1,30,40,"N_A",90,900,0.1672,167.2,0,0,0.1393,139.3,0,0,"SK",NA,0.185777778,16.28047778,26.0996,0.01,2.60996,1.077319277,0.010773193,94.40995987,0.944099599,17.24444942,35,"Deciduous Forest",0.8966092
"5","D01BART","BC",1,40,50,"N_A",100,1000,0.1702,170.2,0,0,0.2275,227.5,0,0,"SK",NA,0.1702,16.45067778,26.4973,0.01,2.64973,0.986984251,0.009869843,95.39694413,0.953969441,17.24444942,45,"Deciduous Forest",0.8966092
"6","D01BART","BC",1,50,60,"N_A",100,1000,0.0579,57.9,0,0,0.0375,37.5,0,0,"SK",NA,0.0579,16.50857778,26.5927,0.01,2.65927,0.335760212,0.003357602,95.73270434,0.957327043,17.24444942,55,"Deciduous Forest",0.8966092
"7","D01BART","BC",1,60,70,"N_A",110,1320,0.1131,113.1,0.1313,131.3,0.0758,75.8,0,0,"SK",NA,0.085681818,16.5942596,26.9129,0.01,2.69129,0.49686607,0.004968661,96.22957041,0.962295704,17.24444942,65,"Deciduous Forest",0.8966092
"8","D01BART","C1",1,70,80,"N_A",100,1000,0.4853,485.3,0,0,0.2719,271.9,0.0613,61.3,"SK",NA,0.4853,17.0795596,27.7314,0.01,2.77314,2.814238879,0.028142389,99.04380929,0.990438093,17.24444942,75,"Deciduous Forest",0.8966092
"9","D01BART","C1",1,80,90,"N_A",105,1102.5,0.1659,165.9,0,0,0.1184,118.4,0,0,"SK",NA,0.15047619,17.23003579,28.0157,0.01,2.80157,0.872606523,0.008726065,99.91641581,0.999164158,17.24444942,85,"Deciduous Forest",0.8966092
"10","D01BART","C1",1,90,100,"N_A",100,1000,0.005,5,0,0,0.0115,11.5,0,0,"SK",NA,0.005,17.23503579,28.0322,0.01,2.80322,0.028994837,0.000289948,99.94541064,0.999454106,17.24444942,95,"Deciduous Forest",0.8966092
"11","D01BART","C1",1,100,120,"long axis parallel ",110,2200,0.0087,8.7,0,0,0.032,32,0,0,"SK",NA,0.003954545,17.23899033,28.0729,0.01,2.80729,0.02293228,0.000229323,99.96834292,0.999683429,17.24444942,110,"Deciduous Forest",0.8966092
"12","D01BART","C1",1,120,140,"long axis parallel ",110,2200,0.0119,11.9,0,0,0.0031,3.1,0,0,"SK",NA,0.005409091,17.24439942,28.0879,0.01,2.80879,0.031367142,0.000313671,99.99971006,0.999997101,17.24444942,130,"Deciduous Forest",0.8966092
"13","D01BART","C2",1,140,160,"long axis parallel ",100,2000,1e-04,0.1,0,0,3e-04,0.3,0,0,"SK",NA,5e-05,17.24444942,28.0883,0.01,2.80883,0.000289948,2.9e-06,100,1,17.24444942,150,"Deciduous Forest",0.8966092
"14","D01BART","Oe/A/E/BS1",2,0,10,"N_A",100,1000,3.4264,3426.4,5.1916,5191.6,0.5377,537.7,0.6229,622.9,"SK",NA,3.4264,3.4264,9.7786,0.01,0.97786,31.97920631,0.319792063,31.9792063,0.319792063,10.71446229,5,"Deciduous Forest",0.8966092
"15","D01BART","Bs1/Bs2",2,10,20,"N_A",100,1000,2.8316,2831.6,3.6291,3629.1,0.4948,494.8,0.2924,292.4,"SK","very large rock that spread far and prevented horizontal shift of sample",2.8316,6.258,17.0265,0.01,1.70265,26.42783113,0.264278311,58.40703743,0.584070374,10.71446229,15,"Deciduous Forest",0.8966092
"16","D01BART","Bs2/Bw",2,20,30,"N_A",45,450,1.2115,1211.5,3.2772,3277.2,0.1992,199.2,0.1119,111.9,"SK",NA,2.692222222,8.950222222,21.8263,0.01,2.18263,25.1269933,0.251269933,83.53403073,0.835340307,10.71446229,25,"Deciduous Forest",0.8966092
"17","D01BART","Bw",2,30,40,"N_A",100,1000,1.0615,1061.5,0,0,0.2939,293.9,0.0723,72.3,"SK","translocated to the right to avoid very large rock",1.0615,10.01172222,23.254,0.01,2.3254,9.907170059,0.099071701,93.44120079,0.934412008,10.71446229,35,"Deciduous Forest",0.8966092
"18","D01BART","BC",2,40,50,"N_A",120,1200,0.1783,178.3,0,0,0.1004,100.4,0,0,"SK",NA,0.148583333,10.16030556,23.5327,0.01,2.35327,1.386754924,0.013867549,94.82795571,0.948279557,10.71446229,45,"Deciduous Forest",0.8966092
"19","D01BART","BC",2,50,60,"N_A",140,1540,0.2009,200.9,0,0,0.1176,117.6,0,0,"SK",NA,0.130454545,10.2907601,23.8512,0.01,2.38512,1.217555692,0.012175557,96.0455114,0.960455114,10.71446229,55,"Deciduous Forest",0.8966092
"20","D01BART","BC",2,60,70,"N_A",140,1400,0.1311,131.1,0,0,0.1738,173.8,0,0,"SK",NA,0.093642857,10.38440296,24.1561,0.01,2.41561,0.873985596,0.008739856,96.91949699,0.96919497,10.71446229,65,"Deciduous Forest",0.8966092
"21","D01BART","C1",2,70,80,"N_A",100,1000,0.1532,153.2,0,0,0.0765,76.5,0,0,"SK",NA,0.1532,10.53760296,24.3858,0.01,2.43858,1.429843102,0.014298431,98.3493401,0.983493401,10.71446229,75,"Deciduous Forest",0.8966092
"22","D01BART","C1",2,80,90,"N_A",99,940.5,0.0075,7.5,0,0,0.0102,10.2,0,0,"SK",NA,0.007974482,10.54557744,24.4035,0.01,2.44035,0.074427269,0.000744273,98.42376737,0.984237674,10.71446229,85,"Deciduous Forest",0.8966092
"23","D01BART","C1",2,90,100,"N_A",120,1080,0.1773,177.3,0,0,0.2377,237.7,0,0,"SK","small amount from face adjacent to sample fell in to sample collection",0.164166667,10.70974411,24.8185,0.01,2.48185,1.532196971,0.01532197,99.95596434,0.999559643,10.71446229,95,"Deciduous Forest",0.8966092
"24","D01BART","C1",2,100,120,"long axis parallel ",100,2000,0.0085,8.5,0,0,0.0082,8.2,0,0,"SK",NA,0.00425,10.71399411,24.8352,0.01,2.48352,0.039666013,0.00039666,99.99563035,0.999956304,10.71446229,110,"Deciduous Forest",0.8966092
"25","D01BART","C1",2,120,140,"long axis parallel ",100,2200,7e-04,0.7,0,0,0.0021,2.1,0,0,"SK",NA,0.000318182,10.71431229,24.838,0.01,2.4838,0.002969648,2.97e-05,99.9986,0.999986,10.71446229,130,"Deciduous Forest",0.8966092
"26","D01BART","C2",2,140,160,"long axis parallel ",100,2000,3e-04,0.3,0,0,0,0,0,0,"SK",NA,0.00015,10.71446229,24.8383,0.01,2.48383,0.001399977,1.4e-05,99.99999998,1,10.71446229,150,"Deciduous Forest",0.8966092
"27","D01BART","Oe/A/E/BS1",3,0,10,"N_A",90,990,4.855,4855,0.7927,792.7,0.6207,620.7,0.3299,329.9,"SK",NA,4.904040404,4.904040404,6.5983,0.01,0.65983,52.10265504,0.52102655,52.10265504,0.52102655,9.412265844,5,"Deciduous Forest",0.8966092
"28","D01BART","Bs1/Bs2",3,10,20,"N_A",156,1872,4.2613,4261.3,8.3646,8364.6,0.8598,859.8,0.8381,838.1,"SK",NA,2.27633547,7.180375874,20.9221,0.01,2.09221,24.18477663,0.241847766,76.28743167,0.762874317,9.412265844,15,"Deciduous Forest",0.8966092
"29","D01BART","Bs2/Bw",3,20,30,"N_A",100,1000,1.4385,1438.5,1.1524,1152.4,0.4613,461.3,0.3755,375.5,"SK",NA,1.4385,8.618875874,24.3498,0.01,2.43498,15.28324873,0.152832487,91.5706804,0.915706804,9.412265844,25,"Deciduous Forest",0.8966092
"30","D01BART","Bw",3,30,40,"N_A",110,1100,0.4724,472.4,0,0,0.3362,336.2,0,0,"SK",NA,0.429454545,9.048330419,25.1584,0.01,2.51584,4.5627116,0.045627116,96.13339199,0.96133392,9.412265844,35,"Deciduous Forest",0.8966092
"31","D01BART","BC",3,40,50,"N_A",110,1100,0.1256,125.6,0,0,0.0344,34.4,0,0,"SK",NA,0.114181818,9.162512237,25.3184,0.01,2.53184,1.213117225,0.012131172,97.34650921,0.973465092,9.412265844,45,"Deciduous Forest",0.8966092
"32","D01BART","BC",3,50,60,"N_A",100,1000,0.0391,39.1,0,0,0.0272,27.2,0,0,"SK",NA,0.0391,9.201612237,25.3847,0.01,2.53847,0.415415381,0.004154154,97.76192459,0.977619246,9.412265844,55,"Deciduous Forest",0.8966092
"33","D01BART","BC",3,60,70,"N_A",100,1000,0.0065,6.5,0,0,0.061,61,0,0,"SK",NA,0.0065,9.208112237,25.4522,0.01,2.54522,0.069058823,0.000690588,97.83098342,0.978309834,9.412265844,65,"Deciduous Forest",0.8966092
"34","D01BART","C1",3,70,80,"N_A",105,1050,0.0261,26.1,0,0,0.0657,65.7,0,0,"SK","rock in middle of sample",0.024857143,9.23296938,25.544,0.01,2.5544,0.264093081,0.002640931,98.0950765,0.980950765,9.412265844,75,"Deciduous Forest",0.8966092
"35","D01BART","C1",3,80,90,"N_A",90,1080,0.009,9,0,0,0.0125,12.5,0,0,"SK",NA,0.008333333,9.241302713,25.5655,0.01,2.55655,0.088536952,0.00088537,98.18361345,0.981836134,9.412265844,85,"Deciduous Forest",0.8966092
"36","D01BART","C1",3,90,100,"N_A",110,1100,0.0738,73.8,0,0,0.1876,187.6,0,0,"SK",NA,0.067090909,9.308393622,25.8269,0.01,2.58269,0.712802955,0.00712803,98.8964164,0.988964164,9.412265844,95,"Deciduous Forest",0.8966092
"37","D01BART","C1",3,100,120,"long axis parallel ",90,1800,0.184,184,0,0,0.0392,39.2,0,0,"SK",NA,0.102222222,9.410615844,26.0501,0.01,2.60501,1.086053283,0.010860533,99.98246968,0.999824697,9.412265844,110,"Deciduous Forest",0.8966092
"38","D01BART","C1",3,120,140,"long axis parallel ",100,2000,1e-04,0.1,0,0,1e-04,0.1,0,0,"SK",NA,5e-05,9.410665844,26.0503,0.01,2.60503,0.000531222,5.31e-06,99.98300091,0.999830009,9.412265844,130,"Deciduous Forest",0.8966092
"39","D01BART","C2",3,140,160,"long axis parallel ",100,2000,0.0032,3.2,0,0,0.0249,24.9,0,0,"SK",NA,0.0016,9.412265844,26.0784,0.01,2.60784,0.016999095,0.000169991,100,1,9.412265844,150,"Deciduous Forest",0.8966092
"40","D01HARV","Oi_A_Ap",1,0,10,"parallel",20.26829916,587.7806758,4.2057,4205.7,0.5061,506.1,0,0,0,0,"BDC",NA,7.15521992,7.15521992,4.7118,0.01,0.47118,41.0288093,0.410288093,41.0288093,0.410288093,17.43950176,5,"Deciduous Forest",0.9432498
"41","D01HARV","Ap_Bw/E",1,10,20,"parallel",20.26829916,202.6829916,0.829,829,0.0814,81.4,0,0,0,0,"BDC",NA,4.090131064,11.24535098,5.6222,0.01,0.56222,23.45325641,0.234532564,64.48206571,0.644820657,17.43950176,15,"Deciduous Forest",0.9432498
"42","D01HARV","Bw/E_Bw1",1,20,30,"parallel",20.26829916,101.3414958,0.1733,173.3,0,0,0,0,0,0,"BDC",NA,1.710059622,12.95541061,5.7955,0.01,0.57955,9.805667877,0.098056679,74.28773358,0.742877336,17.43950176,25,"Deciduous Forest",0.9432498
"43","D01HARV","Bw1",1,30,40,"parallel",20.26829916,486.4391799,0.6412,641.2,0.1353,135.3,0,0,0,0,"BDC",NA,1.318150401,14.27356101,6.572,0.01,0.6572,7.558417775,0.075584178,81.84615136,0.818461514,17.43950176,35,"Deciduous Forest",0.9432498
"44","D01HARV","Bw1",1,40,50,"normal",20.26829916,283.7561883,0.2419,241.9,0,0,0,0,0,0,"BDC",NA,0.852492421,15.12605343,6.8139,0.01,0.68139,4.88828427,0.048882843,86.73443563,0.867344356,17.43950176,45,"Deciduous Forest",0.9432498
"45","D01HARV","Bw1_Bw2",1,50,60,"normal",20.26829916,222.9512908,0.1958,195.8,0,0,0,0,0,0,"BDC",NA,0.878218732,16.00427216,7.0097,0.01,0.70097,5.035801736,0.050358017,91.77023736,0.917702374,17.43950176,55,"Deciduous Forest",0.9432498
"46","D01HARV","Bw2",1,60,70,"normal",20.26829916,425.6342824,0.2358,235.8,0,0,0,0,0,0,"BDC",NA,0.553996729,16.55826889,7.2455,0.01,0.72455,3.1766775,0.031766775,94.94691487,0.949469149,17.43950176,65,"Deciduous Forest",0.9432498
"47","D01HARV","Bw2",1,70,80,"normal",20.26829916,344.5610858,0.0393,39.3,0,0,0,0,0,0,"BDC",NA,0.11405815,16.67232704,7.2848,0.01,0.72848,0.654021838,0.006540218,95.6009367,0.956009367,17.43950176,75,"Deciduous Forest",0.9432498
"48","D01HARV","Bw2_2BC",1,80,90,"normal",20.26829916,587.7806758,0.0135,13.5,0,0,0,0,0,0,"BDC",NA,0.022967751,16.69529479,7.2983,0.01,0.72983,0.13169958,0.001316996,95.73263629,0.957326363,17.43950176,85,"Deciduous Forest",0.9432498
"49","D01HARV","2BC_2C",1,90,100,"normal",20.26829916,486.4391799,0,0,0,0,0,0,0,0,"BDC","no roots found",0,16.69529479,7.2983,0.01,0.72983,0,0,95.73263629,0.957326363,17.43950176,95,"Deciduous Forest",0.9432498
"50","D01HARV","2C",1,100,110,"normal",20.26829916,496.5733295,0,0,0,0,0,0,0,0,"BDC","no roots found",0,16.69529479,7.2983,0.01,0.72983,0,0,95.73263629,0.957326363,17.43950176,105,"Deciduous Forest",0.9432498
"51","D01HARV","2C_2Cd1",1,110,120,"normal",20.26829916,608.0489749,0.1138,113.8,0,0,0,0,0,0,"BDC",NA,0.187155977,16.88245077,7.4121,0.01,0.74121,1.07317273,0.010731727,96.80580902,0.96805809,17.43950176,115,"Deciduous Forest",0.9432498
"52","D01HARV","2Cd1",1,120,130,"normal",20.26829916,425.6342824,0.2371,237.1,0,0,0,0,0,0,"BDC",NA,0.557050994,17.43950176,7.6492,0.01,0.76492,3.194190989,0.03194191,100,1,17.43950176,125,"Deciduous Forest",0.9432498
"53","D01HARV","Oi_A_Ap",2,0,10,"parallel",20.26829916,587.7806758,2.6064,2606.4,0.0908,90.8,0,0,0,0,"BDC",NA,4.434307059,4.434307059,2.6972,0.01,0.26972,23.24653507,0.232465351,23.24653507,0.232465351,19.07513118,5,"Deciduous Forest",0.9432498
"54","D01HARV","Ap_Bw/E",2,10,20,"parallel",20.26829916,608.0489749,2.088,2088,0.1492,149.2,0,0,0,0,"BDC",NA,3.43393392,7.868240979,4.9344,0.01,0.49344,18.00215101,0.18002151,41.24868608,0.412486861,19.07513118,15,"Deciduous Forest",0.9432498
"55","D01HARV","Bw/E_Bw1",2,20,30,"parallel",20.26829916,547.2440774,1.059,1059,0.2484,248.4,0,0,0,0,"BDC",NA,1.93515114,9.803392119,6.2418,0.01,0.62418,10.14489034,0.101448903,51.39357641,0.513935764,19.07513118,25,"Deciduous Forest",0.9432498
"56","D01HARV","Bw1",2,30,40,"parallel",20.26829916,567.5123766,0.5317,531.7,1.7533,1753.3,0,0,0,0,"BDC",NA,0.936895867,10.74028799,8.5268,0.01,0.85268,4.911609037,0.04911609,56.30518545,0.563051855,19.07513118,35,"Deciduous Forest",0.9432498
"57","D01HARV","Bw1",2,40,50,"normal",20.26829916,425.6342824,3.0801,3080.1,0.0948,94.8,0,0,0,0,"BDC",NA,7.236494163,17.97678215,11.7017,0.01,1.17017,37.93679894,0.379367989,94.24198439,0.942419844,19.07513118,45,"Deciduous Forest",0.9432498
"58","D01HARV","Bw1_Bw2",2,50,60,"normal",20.26829916,405.3659833,0.1191,119.1,0,0,0,0,0,0,"BDC",NA,0.29380857,18.27059072,11.8208,0.01,1.18208,1.540270248,0.015402702,95.78225464,0.957822546,19.07513118,55,"Deciduous Forest",0.9432498
"59","D01HARV","Bw2",2,60,70,"normal",20.26829916,506.7074791,0.3135,313.5,0.0224,22.4,0,0,0,0,"BDC",NA,0.618700163,18.88929088,12.1567,0.01,1.21567,3.243491001,0.03243491,99.02574564,0.990257456,19.07513118,65,"Deciduous Forest",0.9432498
"60","D01HARV","Bw2",2,70,80,"normal",20.26829916,425.6342824,0.0791,79.1,0,0,0,0,0,0,"BDC",NA,0.185840294,19.07513118,12.2358,0.01,1.22358,0.974254341,0.009742543,99.99999998,1,19.07513118,75,"Deciduous Forest",0.9432498
"61","D01HARV","Bw2_2BC",2,80,90,"normal",20.26829916,506.7074791,0,0,0,0,0,0,0,0,"BDC","no roots found",0,19.07513118,12.2358,0.01,1.22358,0,0,99.99999998,1,19.07513118,85,"Deciduous Forest",0.9432498
"62","D01HARV","Oi_A_Ap",3,0,10,"parallel",20.26829916,526.9757783,3.8507,3850.7,0.1572,157.2,0,0,0,0,"BDC",NA,7.307166968,7.307166968,4.0079,0.01,0.40079,58.87182476,0.588718248,58.87182476,0.588718248,12.41199334,5,"Deciduous Forest",0.9432498
"63","D01HARV","Ap_Bw/E",3,10,20,"parallel",20.26829916,506.7074791,1.2337,1233.7,0.177,177,0,0,0,0,"BDC",NA,2.43473809,9.741905058,5.4186,0.01,0.54186,19.6160119,0.196160119,78.48783665,0.784878367,12.41199334,15,"Deciduous Forest",0.9432498
"64","D01HARV","Bw/E_Bw1",3,20,30,"parallel",20.26829916,364.829385,0.4028,402.8,0.1297,129.7,0,0,0,0,"BDC",NA,1.104077732,10.84598279,5.9511,0.01,0.59511,8.89524915,0.088952492,87.3830858,0.873830858,12.41199334,25,"Deciduous Forest",0.9432498
"65","D01HARV","Bw1",3,30,40,"parallel",20.26829916,608.0489749,0.6451,645.1,0,0,0,0,0,0,"BDC",NA,1.060934278,11.90691707,6.5962,0.01,0.65962,8.547654262,0.085476543,95.93074007,0.959307401,12.41199334,35,"Deciduous Forest",0.9432498
"66","D01HARV","Bw1",3,40,50,"normal",20.26829916,547.2440774,0.2764,276.4,0,0,0,0,0,0,"BDC",NA,0.505076275,12.41199334,6.8726,0.01,0.68726,4.069259956,0.0406926,100,1,12.41199334,45,"Deciduous Forest",0.9432498
"67","D02BLAN","O1/Ap1",1,0,10,"parallel",20.26829916,608.0489749,1.4046,1404.6,1.5719,1571.9,0,0,0,0,"BDC",NA,2.310011295,2.310011295,2.9765,0.01,0.29765,50.30186286,0.503018629,50.30186286,0.503018629,4.592297708,5,"Cultivated Crops",0.9462715
"68","D02BLAN","Ap1/Ap2",1,10,20,"parallel",20.26829916,638.4514237,0.3107,310.7,0.0686,68.6,0,0,0,0,"BDC",NA,0.486646264,2.796657559,3.3558,0.01,0.33558,10.59701036,0.105970104,60.89887322,0.608988732,4.592297708,15,"Cultivated Crops",0.9462715
"69","D02BLAN","Ap2/Bt1",1,20,30,"parallel",20.26829916,648.5855732,0.248,248,0,0,0,0,0,0,"BDC",NA,0.382370516,3.179028075,3.6038,0.01,0.36038,8.326344237,0.083263442,69.22521746,0.692252175,4.592297708,25,"Cultivated Crops",0.9462715
"70","D02BLAN","Bt1",1,30,40,"parallel",20.26829916,618.1831245,0.2794,279.4,0,0,0,0,0,0,"BDC",NA,0.451969633,3.630997708,3.8832,0.01,0.38832,9.841906207,0.098419062,79.06712367,0.790671237,4.592297708,35,"Cultivated Crops",0.9462715
"71","D02BLAN","Bt1",1,40,50,"long axis parallel ",100,1000,0.1553,155.3,0,0,0,0,0,0,"SK",NA,0.1553,3.786297708,4.0385,0.01,0.40385,3.381749396,0.033817494,82.44887306,0.824488731,4.592297708,45,"Cultivated Crops",0.9462715
"72","D02BLAN","Bt1/Bt2",1,50,60,"long axis parallel ",100,1000,0.247,247,0,0,0,0,0,0,"SK",NA,0.247,4.033297708,4.2855,0.01,0.42855,5.378571158,0.053785712,87.82744422,0.878274442,4.592297708,55,"Cultivated Crops",0.9462715
"73","D02BLAN","Bt2",1,60,70,"long axis parallel ",100,1000,0.111,111,0,0,0,0,0,0,"SK",NA,0.111,4.144297708,4.3965,0.01,0.43965,2.417090682,0.024170907,90.2445349,0.902445349,4.592297708,65,"Cultivated Crops",0.9462715
"74","D02BLAN","Bt2",1,70,80,"long axis parallel ",100,1000,0.1108,110.8,0,0,0,0,0,0,"SK","samples were collected more from the 75-85cm depth",0.1108,4.255097708,4.5073,0.01,0.45073,2.412735564,0.024127356,92.65727047,0.926572705,4.592297708,75,"Cultivated Crops",0.9462715
"75","D02BLAN","Bt2/C1",1,80,90,"long axis parallel ",100,1000,0.0363,36.3,0,0,0,0,0,0,"SK",NA,0.0363,4.291397708,4.5436,0.01,0.45436,0.79045398,0.00790454,93.44772445,0.934477244,4.592297708,85,"Cultivated Crops",0.9462715
"76","D02BLAN","C1",1,90,100,"long axis parallel ",100,1000,0.0647,64.7,0,0,0,0,0,0,"SK",NA,0.0647,4.356097708,4.6083,0.01,0.46083,1.408880785,0.014088808,94.85660523,0.948566052,4.592297708,95,"Cultivated Crops",0.9462715
"77","D02BLAN","C1",1,100,120,"long axis parallel ",100,2000,0.0317,31.7,0,0,0,0,0,0,"SK",NA,0.01585,4.371947708,4.64,0.01,0.464,0.345143129,0.003451431,95.20174836,0.952017484,4.592297708,110,"Cultivated Crops",0.9462715
"78","D02BLAN","C1/C2",1,120,140,"long axis parallel ",100,2000,0.1117,111.7,0,0,0,0,0,0,"SK",NA,0.05585,4.427797708,4.7517,0.01,0.47517,1.216166798,0.012161668,96.41791516,0.964179152,4.592297708,130,"Cultivated Crops",0.9462715
"79","D02BLAN","C2",1,140,160,"long axis parallel ",100,2000,0.0177,17.7,0,0,0,0,0,0,"SK",NA,0.00885,4.436647708,4.7694,0.01,0.47694,0.192713987,0.00192714,96.61062915,0.966106291,4.592297708,150,"Cultivated Crops",0.9462715
"80","D02BLAN","C2",1,160,180,"long axis parallel ",100,2000,0.3113,311.3,0,0,0,0,0,0,"SK",NA,0.15565,4.592297708,5.0807,0.01,0.50807,3.389370853,0.033893709,100,1,4.592297708,170,"Cultivated Crops",0.9462715
"81","D02BLAN","O1/Ap1",2,0,10,"parallel",20.26829916,638.4514237,1.508,1508,0.3119,311.9,0,0,0,0,"BDC",NA,2.36196513,2.36196513,1.8199,0.01,0.18199,59.28832915,0.592883291,59.28832915,0.592883291,3.983861856,5,"Cultivated Crops",0.9462715
"82","D02BLAN","Ap1/Ap2",2,10,20,"parallel",20.26829916,587.7806758,0.2183,218.3,0,0,0,0,0,0,"BDC",NA,0.371397035,2.733362165,2.0382,0.01,0.20382,9.322537981,0.09322538,68.61086714,0.686108671,3.983861856,15,"Cultivated Crops",0.9462715
"83","D02BLAN","Ap2/Bt1",2,20,30,"parallel",20.26829916,557.378227,0.1118,111.8,0,0,0,0,0,0,"BDC",NA,0.200581929,2.933944094,2.15,0.01,0.215,5.034861557,0.050348616,73.64572869,0.736457287,3.983861856,25,"Cultivated Crops",0.9462715
"84","D02BLAN","Bt1",2,30,40,"parallel",20.26829916,648.5855732,0.0351,35.1,0,0,0,0,0,0,"BDC",NA,0.054117762,2.988061856,2.1851,0.01,0.21851,1.358424675,0.013584247,75.00415336,0.750041534,3.983861856,35,"Cultivated Crops",0.9462715
"85","D02BLAN","Bt1",2,40,50,"long axis parallel ",100,1000,0.2375,237.5,0.2987,298.7,0,0,0,0,"SK",NA,0.2375,3.225561856,2.7213,0.01,0.27213,5.961552097,0.059615521,80.96570545,0.809657055,3.983861856,45,"Cultivated Crops",0.9462715
"86","D02BLAN","Bt1/Bt2",2,50,60,"long axis parallel ",100,1000,0.2523,252.3,0.4738,473.8,0,0,0,0,"SK",NA,0.2523,3.477861856,3.4474,0.01,0.34474,6.333050922,0.063330509,87.29875638,0.872987564,3.983861856,55,"Cultivated Crops",0.9462715
"87","D02BLAN","Bt2",2,60,70,"long axis parallel ",100,1000,0.1345,134.5,0.5571,557.1,0,0,0,0,"SK",NA,0.1345,3.612361856,4.139,0.01,0.4139,3.376121082,0.033761211,90.67487746,0.906748775,3.983861856,65,"Cultivated Crops",0.9462715
"88","D02BLAN","Bt2",2,70,80,"long axis parallel ",100,1000,0.1597,159.7,0,0,0,0,0,0,"SK","samples were collected more from the 75-85cm depth",0.1597,3.772061856,4.2987,0.01,0.42987,4.008673136,0.040086731,94.68355059,0.946835506,3.983861856,75,"Cultivated Crops",0.9462715
"89","D02BLAN","Bt2/C1",2,80,90,"long axis parallel ",100,1000,0.0221,22.1,0,0,0,0,0,0,"SK",NA,0.0221,3.794161856,4.3208,0.01,0.43208,0.554738111,0.005547381,95.2382887,0.952382887,3.983861856,85,"Cultivated Crops",0.9462715
"90","D02BLAN","C1",2,90,100,"long axis parallel ",100,1000,0.0471,47.1,0,0,0,0,0,0,"SK",NA,0.0471,3.841261856,4.3679,0.01,0.43679,1.182269911,0.011822699,96.42055861,0.964205586,3.983861856,95,"Cultivated Crops",0.9462715
"91","D02BLAN","C1",2,100,120,"long axis parallel ",100,2000,0.0376,37.6,0,0,0,0,0,0,"SK",NA,0.0188,3.860061856,4.4055,0.01,0.44055,0.471903913,0.004719039,96.89246253,0.968924625,3.983861856,110,"Cultivated Crops",0.9462715
"92","D02BLAN","C1/C2",2,120,140,"long axis parallel ",100,2000,0.0991,99.1,0,0,0,0,0,0,"SK",NA,0.04955,3.909611856,4.5046,0.01,0.45046,1.243768027,0.01243768,98.13623056,0.981362306,3.983861856,130,"Cultivated Crops",0.9462715
"93","D02BLAN","C2",2,140,160,"long axis parallel ",100,2000,0.0561,56.1,0,0,0,0,0,0,"SK",NA,0.02805,3.937661856,4.5607,0.01,0.45607,0.704090679,0.007040907,98.84032123,0.988403212,3.983861856,150,"Cultivated Crops",0.9462715
"94","D02BLAN","C2",2,160,180,"long axis parallel ",100,2000,0.0924,92.4,0,0,0,0,0,0,"SK",NA,0.0462,3.983861856,4.6531,0.01,0.46531,1.159678766,0.011596788,100,1,3.983861856,170,"Cultivated Crops",0.9462715
"95","D02BLAN","O1/Ap1",3,0,10,"parallel",20.26829916,608.0489749,1.2145,1214.5,0.389,389,0,0,0,0,"BDC",NA,1.997372005,1.997372005,1.6035,0.01,0.16035,47.15754462,0.471575446,47.15754462,0.471575446,4.235530117,5,"Cultivated Crops",0.9462715
"96","D02BLAN","Ap1/Ap2",3,10,20,"parallel",20.26829916,638.4514237,0.3847,384.7,0.8977,897.7,0,0,0,0,"BDC",NA,0.602551715,2.59992372,2.8859,0.01,0.28859,14.22612277,0.142261228,61.38366741,0.613836674,4.235530117,15,"Cultivated Crops",0.9462715
"97","D02BLAN","Ap2/Bt1",3,20,30,"parallel",20.26829916,597.9148253,0.1702,170.2,0,0,0,0,0,0,"BDC",NA,0.284655929,2.884579649,3.0561,0.01,0.30561,6.720668276,0.067206683,68.10433569,0.681043357,4.235530117,25,"Cultivated Crops",0.9462715
"98","D02BLAN","Bt1",3,30,40,"parallel",20.26829916,567.5123766,0.1139,113.9,0,0,0,0,0,0,"BDC",NA,0.200700469,3.085280118,3.17,0.01,0.317,4.738497029,0.04738497,72.84283272,0.728428327,4.235530117,35,"Cultivated Crops",0.9462715
